name,author,price,original price,pages,publisher,publish type,publish date,available numbers,detail_url
"['The Whole Smiths Good Food Cookbook: Whole30 Endorsed, Delicious Real Food Recipes to Cook All Year Long']","
Smith,Michelle",48.36,56.97,288,['HOUGHTON MIFFLIN              '],Hardcover,05/06/2018,['21 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781328915092
"[""Delish: Eat Like Every Day's the Weekend""]","
EditorsofDelish",50.88,59.93,416,['HOUGHTON MIFFLIN              '],Hardcover,16/10/2018,['42 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781328498861
"[""Carla Hall's Soul Food: Everyday and Celebration""]","
Hall,Carla",48.35,56.95,336,['HARPER WAVE                   '],Hardcover,23/10/2018,['90 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780062669834
['Great British Bake Off: Big Book of Baking'],"
Collister,Linda",70.85,83.46,320,['BBC BOOKS                     '],Hardcover,23/09/2014,['61 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781849904834
['Tequila Mockingbird: Cocktails with a Literary Twist'],"
Federle,Tim",20.9,25.52,160,['RUNNING PR BOOK PUBL          '],Hardcover,23/04/2013,['118 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780762448654
['Ottolenghi Simple: A Cookbook'],"
Ottolenghi,Yotam",59.63,70.24,320,['TEN SPEED PR                  '],Hardcover,16/10/2018,['84 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781607749165
['The Kitchen Shortcut Bible: More Than 200 Recipes to Make Real Food Real Fast'],"
Weinstein,Bruce",47.9,56.43,352,['LITTLE BROWN & CO INC         '],Hardcover,19/06/2018,['20 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780316509718
['Taste of Home Instant Pot Cookbook: Savor 175 Must-Have Recipes Made Easy in the Instant Pot'],"
TasteofHome",24.52,29.94,256,['READERS DIGEST CHILDRENS      '],Paperback,11/09/2018,['22 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781617657665
"['The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!']","
Drummond,Ree",52.24,61.54,400,['WILLIAM MORROW & CO           '],Hardcover,20/10/2015,['58 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780062225245
['Cook Like a Pro: Recipes and Tips for Home Cooks'],"
Garten,Ina",54.59,64.3,272,['POTTER CLARKSON N             '],Hardcover,23/10/2018,['435 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780804187046
['The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals'],"
Randolph,Laurel",22.43,27.39,176,['ROCKRIDGE PR                  '],Paperback,06/04/2016,['100 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781623156121
['Cravings: Hungry for More'],"
Teigen,Chrissy",48.35,56.95,256,['POTTER CLARKSON N             '],Hardcover,18/09/2018,['283 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781524759728
['Cooking for Jeffrey: A Barefoot Contessa Cookbook'],"
Garten,Ina",53.9,63.49,256,['POTTER CLARKSON N             '],Hardcover,25/10/2016,['30 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780307464897
['The Cookie Book: Decadent Bites for Every Occasion'],"
Firth,Rebecca",31.85,38.9,192,['PAGE STREET PUB               '],Paperback,18/09/2018,['24 copies available'],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9781624146374
"['My Bread: The Revolutionary No-Work, No-Knead Method']","
Lahey,Jim",54.02,63.63,222,['W W NORTON & CO INC           '],Hardcover,01/10/2009,[],https://opentrolley.com.sg/Book_Detail.aspx?EAN=9780393066302
